Strekningsnavn;Intervallstart;Reell reisetid (sek);Normalreisetid (sek);Forsinkelse (sek);Antall biler;Lengde (m);Stipulert;Hastighet (km/t)
Klett - Studentersamfunnet;22.01.2014 16:35;852;840;12;7;12322;;52.06
Klett - Studentersamfunnet;22.01.2014 16:40;844;840;4;10;12322;;52.56
Klett - Studentersamfunnet;22.01.2014 16:45;799;840;0;7;12322;;55.52
Klett - Studentersamfunnet;22.01.2014 16:50;798;840;0;9;12322;;55.59
Klett - Studentersamfunnet;22.01.2014 16:55;813;840;0;8;12322;;54.56
Klett - Studentersamfunnet;22.01.2014 17:00;851;840;11;10;12322;;52.13
Klett - Studentersamfunnet;22.01.2014 17:05;785;840;0;8;12322;;56.51
Klett - Studentersamfunnet;22.01.2014 17:10;798;840;0;5;12322;;55.59
Klett - Studentersamfunnet;22.01.2014 17:15;851;840;11;8;12322;;52.13
Klett - Studentersamfunnet;22.01.2014 17:20;809;840;0;5;12322;;54.83
Klett - Studentersamfunnet;22.01.2014 17:25;830;840;0;10;12322;;53.44
Klett - Studentersamfunnet;22.01.2014 17:30;836;840;0;11;12322;;53.06
Klett - Studentersamfunnet;22.01.2014 17:35;857;840;17;2;12322;;51.76
Klett - Studentersamfunnet;22.01.2014 17:40;851;840;11;11;12322;;52.13
Klett - Studentersamfunnet;22.01.2014 17:45;809;840;0;11;12322;;54.83
Klett - Studentersamfunnet;22.01.2014 17:50;816;840;0;4;12322;;54.36
Klett - Studentersamfunnet;22.01.2014 17:55;872;840;32;11;12322;;50.87
Klett - Studentersamfunnet;22.01.2014 18:00;874;840;34;12;12322;;50.75
Klett - Studentersamfunnet;22.01.2014 18:05;813;840;0;9;12322;;54.56
Klett - Studentersamfunnet;22.01.2014 18:10;803;840;0;7;12322;;55.24
Klett - Studentersamfunnet;22.01.2014 18:15;789;840;0;9;12322;;56.22
Klett - Studentersamfunnet;22.01.2014 18:20;790;840;0;5;12322;;56.15
Klett - Studentersamfunnet;22.01.2014 18:25;779;840;0;6;12322;;56.94
Klett - Studentersamfunnet;22.01.2014 18:30;818;840;0;11;12322;;54.23
Klett - Studentersamfunnet;22.01.2014 18:35;773;840;0;5;12322;;57.39
Klett - Studentersamfunnet;22.01.2014 18:40;798;840;0;6;12322;;55.59
Klett - Studentersamfunnet;22.01.2014 18:45;803;840;0;8;12322;;55.24
Klett - Studentersamfunnet;22.01.2014 18:50;855;840;15;8;12322;;51.88
Klett - Studentersamfunnet;22.01.2014 18:55;815;840;0;8;12322;;54.43
Klett - Studentersamfunnet;22.01.2014 19:00;806;840;0;6;12322;;55.04
Klett - Studentersamfunnet;22.01.2014 19:05;799;840;0;5;12322;;55.52
Klett - Studentersamfunnet;22.01.2014 19:10;781;840;0;7;12322;;56.80
Klett - Studentersamfunnet;22.01.2014 19:15;807;840;0;6;12322;;54.97
Klett - Studentersamfunnet;22.01.2014 19:20;773;840;0;4;12322;;57.39
Klett - Studentersamfunnet;22.01.2014 19:25;763;840;0;7;12322;;58.14
Klett - Studentersamfunnet;22.01.2014 19:30;791;840;0;2;12322;;56.08
Klett - Studentersamfunnet;22.01.2014 19:35;792;840;0;7;12322;;56.01
Klett - Studentersamfunnet;22.01.2014 19:40;750;840;0;9;12322;;59.15
Klett - Studentersamfunnet;22.01.2014 19:45;778;840;0;3;12322;;57.02
Klett - Studentersamfunnet;22.01.2014 19:50;782;840;0;6;12322;;56.73
Klett - Studentersamfunnet;22.01.2014 19:55;813;840;0;7;12322;;54.56
Klett - Studentersamfunnet;22.01.2014 20:00;773;840;0;5;12322;;57.39
Klett - Studentersamfunnet;22.01.2014 20:05;775;840;0;3;12322;;57.24
Klett - Studentersamfunnet;22.01.2014 20:10;745;840;0;4;12322;;59.54
Klett - Studentersamfunnet;22.01.2014 20:15;757;840;0;4;12322;;58.60
Klett - Studentersamfunnet;22.01.2014 20:20;780;840;0;5;12322;;56.87
Klett - Studentersamfunnet;22.01.2014 20:25;755;840;0;4;12322;;58.75
Klett - Studentersamfunnet;22.01.2014 20:30;776;840;0;4;12322;;57.16
Klett - Studentersamfunnet;22.01.2014 20:35;742;840;0;2;12322;;59.78
Klett - Studentersamfunnet;22.01.2014 20:40;734;840;0;4;12322;;60.43
Klett - Studentersamfunnet;22.01.2014 20:45;779;840;0;6;12322;;56.94
Klett - Studentersamfunnet;22.01.2014 20:50;750;840;0;3;12322;;59.15
Klett - Studentersamfunnet;22.01.2014 20:55;765;840;0;5;12322;;57.99
Klett - Studentersamfunnet;22.01.2014 21:00;746;840;0;6;12322;;59.46
Klett - Studentersamfunnet;22.01.2014 21:05;771;840;0;4;12322;;57.53
Klett - Studentersamfunnet;22.01.2014 21:10;776;840;0;4;12322;;57.16
Klett - Studentersamfunnet;22.01.2014 21:15;731;840;0;5;12322;;60.68
Klett - Studentersamfunnet;22.01.2014 21:20;766;840;0;7;12322;;57.91
Klett - Studentersamfunnet;22.01.2014 21:25;766;840;0;4;12322;;57.91
Klett - Studentersamfunnet;22.01.2014 21:30;783;840;0;4;12322;;56.65
Klett - Studentersamfunnet;22.01.2014 21:35;761;840;0;3;12322;;58.29
Klett - Studentersamfunnet;22.01.2014 21:40;787;840;0;4;12322;;56.36
Klett - Studentersamfunnet;22.01.2014 21:45;757;840;0;4;12322;;58.60
Klett - Studentersamfunnet;22.01.2014 21:50;775;840;0;3;12322;;57.24
Klett - Studentersamfunnet;22.01.2014 21:55;765;840;0;1;12322;;57.99
Klett - Studentersamfunnet;22.01.2014 22:00;748;840;0;3;12322;;59.30
Klett - Studentersamfunnet;22.01.2014 22:05;777;840;0;2;12322;;57.09
Klett - Studentersamfunnet;22.01.2014 22:10;787;840;0;3;12322;;56.36
Klett - Studentersamfunnet;22.01.2014 22:15;751;840;0;4;12322;;59.07
Klett - Studentersamfunnet;22.01.2014 22:20;729;840;0;1;12322;;60.85
Klett - Studentersamfunnet;22.01.2014 22:25;735;840;0;1;12322;;60.35
Klett - Studentersamfunnet;22.01.2014 22:30;757;840;0;1;12322;;58.60
Klett - Studentersamfunnet;22.01.2014 22:35;775;840;0;1;12322;;57.24
Klett - Studentersamfunnet;22.01.2014 22:40;765;840;0;0;12322;;57.99
Klett - Studentersamfunnet;22.01.2014 22:45;796;840;0;1;12322;;55.73
Klett - Studentersamfunnet;22.01.2014 22:50;754;840;0;2;12322;;58.83
Klett - Studentersamfunnet;22.01.2014 22:55;769;840;0;2;12322;;57.68
Klett - Studentersamfunnet;22.01.2014 23:00;747;840;0;1;12322;;59.38
Klett - Studentersamfunnet;22.01.2014 23:05;779;840;0;1;12322;;56.94
Klett - Studentersamfunnet;22.01.2014 23:10;746;840;0;0;12322;;59.46
Klett - Studentersamfunnet;22.01.2014 23:15;746;840;0;0;12322;;59.46
Klett - Studentersamfunnet;22.01.2014 23:20;769;840;0;1;12322;;57.68
Klett - Studentersamfunnet;22.01.2014 23:25;785;840;0;0;12322;;56.51
Klett - Studentersamfunnet;22.01.2014 23:30;765;840;0;0;12322;;57.99
Klett - Studentersamfunnet;22.01.2014 23:35;708;840;0;0;12322;;62.65
Klett - Studentersamfunnet;22.01.2014 23:40;728;840;0;0;12322;;60.93
Klett - Studentersamfunnet;22.01.2014 23:45;728;840;0;0;12322;;60.93
Klett - Studentersamfunnet;22.01.2014 23:50;748;840;0;1;12322;;59.30
Klett - Studentersamfunnet;22.01.2014 23:55;764;840;0;0;12322;;58.06
Klett - Studentersamfunnet;23.01.2014 00:00;730;840;0;0;12322;;60.77
Klett - Studentersamfunnet;23.01.2014 00:05;774;840;0;0;12322;;57.31
Klett - Studentersamfunnet;23.01.2014 00:10;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 00:15;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 00:20;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 00:25;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 00:30;801;840;0;1;12322;;55.38
Klett - Studentersamfunnet;23.01.2014 00:35;765;840;0;0;12322;;57.99
Klett - Studentersamfunnet;23.01.2014 00:40;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 00:45;716;840;0;0;12322;;61.95
Klett - Studentersamfunnet;23.01.2014 00:50;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 00:55;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 01:00;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 01:05;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 01:10;722;840;0;0;12322;;61.44
Klett - Studentersamfunnet;23.01.2014 01:15;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 01:20;703;840;0;0;12322;;63.10
Klett - Studentersamfunnet;23.01.2014 01:25;711;840;0;0;12322;;62.39
Klett - Studentersamfunnet;23.01.2014 01:30;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 01:35;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 01:40;710;840;0;0;12322;;62.48
Klett - Studentersamfunnet;23.01.2014 01:45;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 01:50;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 01:55;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 02:00;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 02:05;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 02:10;671;840;0;0;12322;;66.11
Klett - Studentersamfunnet;23.01.2014 02:15;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 02:20;742;840;0;1;12322;;59.78
Klett - Studentersamfunnet;23.01.2014 02:25;743;840;0;0;12322;;59.70
Klett - Studentersamfunnet;23.01.2014 02:30;725;840;0;1;12322;;61.19
Klett - Studentersamfunnet;23.01.2014 02:35;749;840;0;0;12322;;59.22
Klett - Studentersamfunnet;23.01.2014 02:40;726;840;0;0;12322;;61.10
Klett - Studentersamfunnet;23.01.2014 02:45;710;840;0;0;12322;;62.48
Klett - Studentersamfunnet;23.01.2014 02:50;723;840;0;0;12322;;61.35
Klett - Studentersamfunnet;23.01.2014 02:55;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 03:00;708;840;0;0;12322;;62.65
Klett - Studentersamfunnet;23.01.2014 03:05;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 03:10;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 03:15;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 03:20;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 03:25;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 03:30;739;840;0;0;12322;;60.03
Klett - Studentersamfunnet;23.01.2014 03:35;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 03:40;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 03:45;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 03:50;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 03:55;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 04:00;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 04:05;783;840;0;0;12322;;56.65
Klett - Studentersamfunnet;23.01.2014 04:10;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 04:15;733;840;0;0;12322;;60.52
Klett - Studentersamfunnet;23.01.2014 04:20;734;840;0;0;12322;;60.43
Klett - Studentersamfunnet;23.01.2014 04:25;769;840;0;0;12322;;57.68
Klett - Studentersamfunnet;23.01.2014 04:30;723;840;0;0;12322;;61.35
Klett - Studentersamfunnet;23.01.2014 04:35;722;840;0;1;12322;;61.44
Klett - Studentersamfunnet;23.01.2014 04:40;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 04:45;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 04:50;719;840;0;1;12322;;61.70
Klett - Studentersamfunnet;23.01.2014 04:55;743;840;0;1;12322;;59.70
Klett - Studentersamfunnet;23.01.2014 05:00;692;840;0;0;12322;;64.10
Klett - Studentersamfunnet;23.01.2014 05:05;705;840;0;2;12322;;62.92
Klett - Studentersamfunnet;23.01.2014 05:10;772;840;0;0;12322;;57.46
Klett - Studentersamfunnet;23.01.2014 05:15;748;840;0;0;12322;;59.30
Klett - Studentersamfunnet;23.01.2014 05:20;756;840;0;0;12322;;58.68
Klett - Studentersamfunnet;23.01.2014 05:25;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 05:30;746;840;0;0;12322;;59.46
Klett - Studentersamfunnet;23.01.2014 05:35;718;840;0;2;12322;;61.78
Klett - Studentersamfunnet;23.01.2014 05:40;713;840;0;1;12322;;62.21
Klett - Studentersamfunnet;23.01.2014 05:45;706;840;0;2;12322;;62.83
Klett - Studentersamfunnet;23.01.2014 05:50;740;840;0;3;12322;;59.94
Klett - Studentersamfunnet;23.01.2014 05:55;754;840;0;4;12322;;58.83
Klett - Studentersamfunnet;23.01.2014 06:00;737;840;0;2;12322;;60.19
Klett - Studentersamfunnet;23.01.2014 06:05;706;840;0;2;12322;;62.83
Klett - Studentersamfunnet;23.01.2014 06:10;768;840;0;2;12322;;57.76
Klett - Studentersamfunnet;23.01.2014 06:15;732;840;0;7;12322;;60.60
Klett - Studentersamfunnet;23.01.2014 06:20;726;840;0;8;12322;;61.10
Klett - Studentersamfunnet;23.01.2014 06:25;739;840;0;7;12322;;60.03
Klett - Studentersamfunnet;23.01.2014 06:30;768;840;0;11;12322;;57.76
Klett - Studentersamfunnet;23.01.2014 06:35;763;840;0;6;12322;;58.14
Klett - Studentersamfunnet;23.01.2014 06:40;791;840;0;12;12322;;56.08
Klett - Studentersamfunnet;23.01.2014 06:45;784;840;0;13;12322;;56.58
Klett - Studentersamfunnet;23.01.2014 06:50;810;840;0;12;12322;;54.76
Klett - Studentersamfunnet;23.01.2014 06:55;808;840;0;12;12322;;54.90
Klett - Studentersamfunnet;23.01.2014 07:00;790;840;0;7;12322;;56.15
Klett - Studentersamfunnet;23.01.2014 07:05;834;840;0;9;12322;;53.19
Klett - Studentersamfunnet;23.01.2014 07:10;814;840;0;13;12322;;54.50
Klett - Studentersamfunnet;23.01.2014 07:15;841;840;1;11;12322;;52.75
Klett - Studentersamfunnet;23.01.2014 07:20;885;840;45;14;12322;;50.12
Klett - Studentersamfunnet;23.01.2014 07:25;879;840;39;12;12322;;50.47
Klett - Studentersamfunnet;23.01.2014 07:30;911;840;71;11;12322;;48.69
Klett - Studentersamfunnet;23.01.2014 07:35;981;840;141;15;12322;;45.22
Klett - Studentersamfunnet;23.01.2014 07:40;1045;840;205;12;12322;;42.45
Klett - Studentersamfunnet;23.01.2014 07:45;1093;840;253;10;12322;;40.58
Klett - Studentersamfunnet;23.01.2014 07:50;1106;840;266;13;12322;;40.11
Klett - Studentersamfunnet;23.01.2014 07:55;1138;840;298;10;12322;;38.98
Klett - Studentersamfunnet;23.01.2014 08:00;946;840;106;12;12322;;46.89
Klett - Studentersamfunnet;23.01.2014 08:05;873;840;33;14;12322;;50.81
Klett - Studentersamfunnet;23.01.2014 08:10;890;840;50;11;12322;;49.84
Klett - Studentersamfunnet;23.01.2014 08:15;865;840;25;13;12322;;51.28
Klett - Studentersamfunnet;23.01.2014 08:20;826;840;0;13;12322;;53.70
Klett - Studentersamfunnet;23.01.2014 08:25;832;840;0;11;12322;;53.32
Klett - Studentersamfunnet;23.01.2014 08:30;840;840;0;10;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 08:35;893;840;53;9;12322;;49.67
Klett - Studentersamfunnet;23.01.2014 08:40;875;840;35;11;12322;;50.70
Klett - Studentersamfunnet;23.01.2014 08:45;852;840;12;6;12322;;52.06
Klett - Studentersamfunnet;23.01.2014 08:50;872;840;32;6;12322;;50.87
Klett - Studentersamfunnet;23.01.2014 08:55;859;840;19;8;12322;;51.64
Klett - Studentersamfunnet;23.01.2014 09:00;828;840;0;8;12322;;53.57
Klett - Studentersamfunnet;23.01.2014 09:05;854;840;14;12;12322;;51.94
Klett - Studentersamfunnet;23.01.2014 09:10;812;840;0;12;12322;;54.63
Klett - Studentersamfunnet;23.01.2014 09:15;833;840;0;10;12322;;53.25
Klett - Studentersamfunnet;23.01.2014 09:20;826;840;0;11;12322;;53.70
Klett - Studentersamfunnet;23.01.2014 09:25;810;840;0;6;12322;;54.76
Klett - Studentersamfunnet;23.01.2014 09:30;870;840;30;7;12322;;50.99
Klett - Studentersamfunnet;23.01.2014 09:35;878;840;38;12;12322;;50.52
Klett - Studentersamfunnet;23.01.2014 09:40;856;840;16;9;12322;;51.82
Klett - Studentersamfunnet;23.01.2014 09:45;855;840;15;7;12322;;51.88
Klett - Studentersamfunnet;23.01.2014 09:50;843;840;3;10;12322;;52.62
Klett - Studentersamfunnet;23.01.2014 09:55;837;840;0;10;12322;;53.00
Klett - Studentersamfunnet;23.01.2014 10:00;826;840;0;10;12322;;53.70
Klett - Studentersamfunnet;23.01.2014 10:05;854;840;14;8;12322;;51.94
Klett - Studentersamfunnet;23.01.2014 10:10;812;840;0;8;12322;;54.63
Klett - Studentersamfunnet;23.01.2014 10:15;810;840;0;8;12322;;54.76
Klett - Studentersamfunnet;23.01.2014 10:20;834;840;0;8;12322;;53.19
Klett - Studentersamfunnet;23.01.2014 10:25;811;840;0;7;12322;;54.70
Klett - Studentersamfunnet;23.01.2014 10:30;823;840;0;8;12322;;53.90
Klett - Studentersamfunnet;23.01.2014 10:35;827;840;0;13;12322;;53.64
Klett - Studentersamfunnet;23.01.2014 10:40;829;840;0;13;12322;;53.51
Klett - Studentersamfunnet;23.01.2014 10:45;875;840;35;11;12322;;50.70
Klett - Studentersamfunnet;23.01.2014 10:50;851;840;11;11;12322;;52.13
Klett - Studentersamfunnet;23.01.2014 10:55;813;840;0;9;12322;;54.56
Klett - Studentersamfunnet;23.01.2014 11:00;778;840;0;8;12322;;57.02
Klett - Studentersamfunnet;23.01.2014 11:05;812;840;0;8;12322;;54.63
Klett - Studentersamfunnet;23.01.2014 11:10;780;840;0;6;12322;;56.87
Klett - Studentersamfunnet;23.01.2014 11:15;858;840;18;11;12322;;51.70
Klett - Studentersamfunnet;23.01.2014 11:20;820;840;0;8;12322;;54.10
Klett - Studentersamfunnet;23.01.2014 11:25;821;840;0;10;12322;;54.03
Klett - Studentersamfunnet;23.01.2014 11:30;768;840;0;10;12322;;57.76
Klett - Studentersamfunnet;23.01.2014 11:35;824;840;0;7;12322;;53.83
Klett - Studentersamfunnet;23.01.2014 11:40;856;840;16;5;12322;;51.82
Klett - Studentersamfunnet;23.01.2014 11:45;814;840;0;11;12322;;54.50
Klett - Studentersamfunnet;23.01.2014 11:50;776;840;0;14;12322;;57.16
Klett - Studentersamfunnet;23.01.2014 11:55;854;840;14;6;12322;;51.94
Klett - Studentersamfunnet;23.01.2014 12:00;837;840;0;9;12322;;53.00
Klett - Studentersamfunnet;23.01.2014 12:05;831;840;0;8;12322;;53.38
Klett - Studentersamfunnet;23.01.2014 12:10;802;840;0;12;12322;;55.31
Klett - Studentersamfunnet;23.01.2014 12:15;838;840;0;8;12322;;52.93
Klett - Studentersamfunnet;23.01.2014 12:20;835;840;0;11;12322;;53.12
Klett - Studentersamfunnet;23.01.2014 12:25;838;840;0;7;12322;;52.93
Klett - Studentersamfunnet;23.01.2014 12:30;836;840;0;12;12322;;53.06
Klett - Studentersamfunnet;23.01.2014 12:35;845;840;5;13;12322;;52.50
Klett - Studentersamfunnet;23.01.2014 12:40;814;840;0;10;12322;;54.50
Klett - Studentersamfunnet;23.01.2014 12:45;807;840;0;11;12322;;54.97
Klett - Studentersamfunnet;23.01.2014 12:50;814;840;0;9;12322;;54.50
Klett - Studentersamfunnet;23.01.2014 12:55;843;840;3;14;12322;;52.62
Klett - Studentersamfunnet;23.01.2014 13:00;821;840;0;10;12322;;54.03
Klett - Studentersamfunnet;23.01.2014 13:05;817;840;0;8;12322;;54.30
Klett - Studentersamfunnet;23.01.2014 13:10;819;840;0;10;12322;;54.16
Klett - Studentersamfunnet;23.01.2014 13:15;821;840;0;6;12322;;54.03
Klett - Studentersamfunnet;23.01.2014 13:20;808;840;0;12;12322;;54.90
Klett - Studentersamfunnet;23.01.2014 13:25;814;840;0;8;12322;;54.50
Klett - Studentersamfunnet;23.01.2014 13:30;790;840;0;9;12322;;56.15
Klett - Studentersamfunnet;23.01.2014 13:35;792;840;0;8;12322;;56.01
Klett - Studentersamfunnet;23.01.2014 13:40;819;840;0;9;12322;;54.16
Klett - Studentersamfunnet;23.01.2014 13:45;807;840;0;7;12322;;54.97
Klett - Studentersamfunnet;23.01.2014 13:50;833;840;0;9;12322;;53.25
Klett - Studentersamfunnet;23.01.2014 13:55;861;840;21;9;12322;;51.52
Klett - Studentersamfunnet;23.01.2014 14:00;833;840;0;8;12322;;53.25
Klett - Studentersamfunnet;23.01.2014 14:05;818;840;0;12;12322;;54.23
Klett - Studentersamfunnet;23.01.2014 14:10;848;840;8;10;12322;;52.31
Klett - Studentersamfunnet;23.01.2014 14:15;821;840;0;14;12322;;54.03
Klett - Studentersamfunnet;23.01.2014 14:20;802;840;0;8;12322;;55.31
Klett - Studentersamfunnet;23.01.2014 14:25;820;840;0;9;12322;;54.10
Klett - Studentersamfunnet;23.01.2014 14:30;791;840;0;9;12322;;56.08
Klett - Studentersamfunnet;23.01.2014 14:35;780;840;0;8;12322;;56.87
Klett - Studentersamfunnet;23.01.2014 14:40;844;840;4;8;12322;;52.56
Klett - Studentersamfunnet;23.01.2014 14:45;807;840;0;8;12322;;54.97
Klett - Studentersamfunnet;23.01.2014 14:50;802;840;0;3;12322;;55.31
Klett - Studentersamfunnet;23.01.2014 14:55;807;840;0;8;12322;;54.97
Klett - Studentersamfunnet;23.01.2014 15:00;844;840;4;5;12322;;52.56
Klett - Studentersamfunnet;23.01.2014 15:05;805;840;0;4;12322;;55.10
Klett - Studentersamfunnet;23.01.2014 15:10;809;840;0;10;12322;;54.83
Klett - Studentersamfunnet;23.01.2014 15:15;897;840;57;6;12322;;49.45
Klett - Studentersamfunnet;23.01.2014 15:20;860;840;20;12;12322;;51.58
Klett - Studentersamfunnet;23.01.2014 15:25;855;840;15;10;12322;;51.88
Klett - Studentersamfunnet;23.01.2014 15:30;847;840;7;7;12322;;52.37
Klett - Studentersamfunnet;23.01.2014 15:35;828;840;0;6;12322;;53.57
Klett - Studentersamfunnet;23.01.2014 15:40;834;840;0;4;12322;;53.19
Klett - Studentersamfunnet;23.01.2014 15:45;917;840;77;10;12322;;48.37
Klett - Studentersamfunnet;23.01.2014 15:50;873;840;33;7;12322;;50.81
Klett - Studentersamfunnet;23.01.2014 15:55;882;840;42;5;12322;;50.29
Klett - Studentersamfunnet;23.01.2014 16:00;834;840;0;8;12322;;53.19
Klett - Studentersamfunnet;23.01.2014 16:05;854;840;14;5;12322;;51.94
Klett - Studentersamfunnet;23.01.2014 16:10;892;840;52;9;12322;;49.73
Klett - Studentersamfunnet;23.01.2014 16:15;835;840;0;4;12322;;53.12
Klett - Studentersamfunnet;23.01.2014 16:20;840;840;0;5;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 16:25;867;840;27;8;12322;;51.16
Klett - Studentersamfunnet;23.01.2014 16:30;847;840;7;9;12322;;52.37
Klett - Studentersamfunnet;23.01.2014 16:35;838;840;0;5;12322;;52.93
Klett - Studentersamfunnet;23.01.2014 16:40;865;840;25;9;12322;;51.28
Klett - Studentersamfunnet;23.01.2014 16:45;831;840;0;11;12322;;53.38
Klett - Studentersamfunnet;23.01.2014 16:50;844;840;4;10;12322;;52.56
Klett - Studentersamfunnet;23.01.2014 16:55;831;840;0;9;12322;;53.38
Klett - Studentersamfunnet;23.01.2014 17:00;880;840;40;8;12322;;50.41
Klett - Studentersamfunnet;23.01.2014 17:05;840;840;0;10;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 17:10;828;840;0;9;12322;;53.57
Klett - Studentersamfunnet;23.01.2014 17:15;815;840;0;12;12322;;54.43
Klett - Studentersamfunnet;23.01.2014 17:20;817;840;0;8;12322;;54.30
Klett - Studentersamfunnet;23.01.2014 17:25;833;840;0;9;12322;;53.25
Klett - Studentersamfunnet;23.01.2014 17:30;817;840;0;11;12322;;54.30
Klett - Studentersamfunnet;23.01.2014 17:35;843;840;3;14;12322;;52.62
Klett - Studentersamfunnet;23.01.2014 17:40;812;840;0;12;12322;;54.63
Klett - Studentersamfunnet;23.01.2014 17:45;811;840;0;10;12322;;54.70
Klett - Studentersamfunnet;23.01.2014 17:50;838;840;0;14;12322;;52.93
Klett - Studentersamfunnet;23.01.2014 17:55;787;840;0;4;12322;;56.36
Klett - Studentersamfunnet;23.01.2014 18:00;792;840;0;8;12322;;56.01
Klett - Studentersamfunnet;23.01.2014 18:05;795;840;0;8;12322;;55.80
Klett - Studentersamfunnet;23.01.2014 18:10;811;840;0;5;12322;;54.70
Klett - Studentersamfunnet;23.01.2014 18:15;819;840;0;7;12322;;54.16
Klett - Studentersamfunnet;23.01.2014 18:20;817;840;0;12;12322;;54.30
Klett - Studentersamfunnet;23.01.2014 18:25;834;840;0;10;12322;;53.19
Klett - Studentersamfunnet;23.01.2014 18:30;801;840;0;8;12322;;55.38
Klett - Studentersamfunnet;23.01.2014 18:35;782;840;0;6;12322;;56.73
Klett - Studentersamfunnet;23.01.2014 18:40;839;840;0;5;12322;;52.87
Klett - Studentersamfunnet;23.01.2014 18:45;835;840;0;12;12322;;53.12
Klett - Studentersamfunnet;23.01.2014 18:50;817;840;0;9;12322;;54.30
Klett - Studentersamfunnet;23.01.2014 18:55;790;840;0;6;12322;;56.15
Klett - Studentersamfunnet;23.01.2014 19:00;791;840;0;7;12322;;56.08
Klett - Studentersamfunnet;23.01.2014 19:05;804;840;0;7;12322;;55.17
Klett - Studentersamfunnet;23.01.2014 19:10;804;840;0;9;12322;;55.17
Klett - Studentersamfunnet;23.01.2014 19:15;801;840;0;5;12322;;55.38
Klett - Studentersamfunnet;23.01.2014 19:20;829;840;0;11;12322;;53.51
Klett - Studentersamfunnet;23.01.2014 19:25;761;840;0;7;12322;;58.29
Klett - Studentersamfunnet;23.01.2014 19:30;789;840;0;5;12322;;56.22
Klett - Studentersamfunnet;23.01.2014 19:35;788;840;0;5;12322;;56.29
Klett - Studentersamfunnet;23.01.2014 19:40;792;840;0;4;12322;;56.01
Klett - Studentersamfunnet;23.01.2014 19:45;797;840;0;8;12322;;55.66
Klett - Studentersamfunnet;23.01.2014 19:50;760;840;0;10;12322;;58.37
Klett - Studentersamfunnet;23.01.2014 19:55;787;840;0;4;12322;;56.36
Klett - Studentersamfunnet;23.01.2014 20:00;782;840;0;7;12322;;56.73
Klett - Studentersamfunnet;23.01.2014 20:05;767;840;0;7;12322;;57.83
Klett - Studentersamfunnet;23.01.2014 20:10;773;840;0;4;12322;;57.39
Klett - Studentersamfunnet;23.01.2014 20:15;760;840;0;10;12322;;58.37
Klett - Studentersamfunnet;23.01.2014 20:20;764;840;0;5;12322;;58.06
Klett - Studentersamfunnet;23.01.2014 20:25;777;840;0;3;12322;;57.09
Klett - Studentersamfunnet;23.01.2014 20:30;804;840;0;4;12322;;55.17
Klett - Studentersamfunnet;23.01.2014 20:35;769;840;0;2;12322;;57.68
Klett - Studentersamfunnet;23.01.2014 20:40;767;840;0;4;12322;;57.83
Klett - Studentersamfunnet;23.01.2014 20:45;727;840;0;3;12322;;61.02
